"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0060090","GO:0060090",1,"GO:0008093",7.46133202848378,71,"molecular adaptor activity","cytoskeletal anchor activity",0.780093023255814,0.60225,0.598
"GO:0106137","GO:0106137",2,"GO:0051082",6.75933556951757,0,"IkappaB kinase complex binding","unfolded protein binding",0.841348837209302,0.7536,0.329
"GO:0005133","GO:0005133",2,"GO:0051082",6.75933556951757,2,"type II interferon receptor binding","unfolded protein binding",0.84246511627907,0.687533333333333,0.417
"GO:0033549","GO:0033549",3,"GO:0008138",6.53268793701945,6,"MAP kinase phosphatase activity","protein tyrosine/serine/threonine phosphatase activity",0.76953488372093,0.449416666666667,0.751
"GO:0070577","GO:0070577",2,"GO:0051082",5.98831437420289,18,"lysine-acetylated histone binding","unfolded protein binding",0.845767441860465,0.695733333333333,0.401
"GO:0140033","GO:0140033",2,"GO:0051082",5.98831437420289,0,"acetylation-dependent protein binding","unfolded protein binding",0.816558139534884,0.640733333333333,0.491
"GO:0000149","GO:0000149",2,"GO:0051082",5.95618205016387,70,"SNARE binding","unfolded protein binding",0.784255813953488,0.589933333333333,0.605
"GO:0016791","GO:0016791",3,"GO:0008138",5.68445624005038,179,"phosphatase activity","protein tyrosine/serine/threonine phosphatase activity",0.751186046511628,0.348916666666667,0.685
"GO:0004721","GO:0004721",3,"GO:0008138",5.54848220420268,142,"phosphoprotein phosphatase activity","protein tyrosine/serine/threonine phosphatase activity",0.734860465116279,0.369333333333333,0.88
"GO:0016273","GO:0016273",4,"GO:0035642",5.43650844475875,3,"arginine N-methyltransferase activity","histone H3R17 methyltransferase activity",0.852558139534884,0.503571428571429,0.623
"GO:0016274","GO:0016274",4,"GO:0035642",5.43650844475875,11,"protein-arginine N-methyltransferase activity","histone H3R17 methyltransferase activity",0.824255813953488,0.427285714285714,0.79
"GO:0005199","GO:0005199",1,"GO:0008093",5.43544269089409,0,"structural constituent of cell wall","cytoskeletal anchor activity",0.85406976744186,0.762875,0.176
"GO:0004482","GO:0004482",4,"GO:0035642",5.43544269089409,3,"mRNA (guanine-N7-)-methyltransferase activity","histone H3R17 methyltransferase activity",0.880186046511628,0.646285714285714,0.392
"GO:0038100","GO:0038100",2,"GO:0051082",5.43544269089409,0,"nodal binding","unfolded protein binding",0.784255813953488,0.589933333333333,0.605
"GO:0004706","GO:0004706",4,"GO:0035642",5.27424538512664,6,"JUN kinase kinase kinase activity","histone H3R17 methyltransferase activity",0.900883720930233,0.865428571428571,0.148
"GO:0035242","GO:0035242",4,"GO:0035642",5.27424538512664,6,"protein-arginine omega-N asymmetric methyltransferase activity","histone H3R17 methyltransferase activity",0.838906976744186,0.478285714285714,0.673
"GO:0030276","GO:0030276",2,"GO:0051082",4.70338416418842,44,"clathrin binding","unfolded protein binding",0.776790697674419,0.568533333333333,0.605
"GO:0042578","GO:0042578",3,"GO:0008138",4.06319947071442,6,"phosphoric ester hydrolase activity","protein tyrosine/serine/threonine phosphatase activity",0.75746511627907,0.418916666666667,0.605
"GO:0070697","GO:0070697",2,"GO:0051082",3.43400890127254,0,"activin receptor binding","unfolded protein binding",0.862372093023256,0.7264,0.368
"GO:0052745","GO:0052745",3,"GO:0008138",3.14319807079025,4,"inositol phosphate phosphatase activity","protein tyrosine/serine/threonine phosphatase activity",0.769720930232558,0.383833333333333,0.549
