"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0003755","GO:0003755",4,"GO:0016491",3.84411212703261,63,"peptidyl-prolyl cis-trans isomerase activity","oxidoreductase activity",0.881348484848485,0.711428571428571,0.342
"GO:0015276","GO:0015276",5,"GO:0005245",3.58309215225198,39,"ligand-gated monoatomic ion channel activity","voltage-gated calcium channel activity",0.819454545454545,0.459363636363636,0.461
"GO:0070251","GO:0070251",4,"GO:0016491",3.53618421205987,0,"pristanate-CoA ligase activity","oxidoreductase activity",0.918439393939394,0.759285714285714,0.274
"GO:0050197","GO:0050197",4,"GO:0016491",3.53618421205987,0,"phytanate-CoA ligase activity","oxidoreductase activity",0.918439393939394,0.759285714285714,0.274
"GO:0016859","GO:0016859",4,"GO:0016491",3.53406291223285,0,"cis-trans isomerase activity","oxidoreductase activity",0.870166666666667,0.703285714285714,0.428
"GO:0005369","GO:0005369",1,"GO:0022857",3.51392390262741,5,"taurine:sodium symporter activity","transmembrane transporter activity",0.881636363636364,0.7216,0.251
"GO:0022834","GO:0022834",5,"GO:0005245",3.41890687778479,1,"ligand-gated channel activity","voltage-gated calcium channel activity",0.858863636363636,0.620181818181818,0.314
"GO:0005539","GO:0005539",3,"GO:0005523",3.41218044778665,5,"glycosaminoglycan binding","tropomyosin binding",0.867893939393939,0.723714285714286,0.267
"GO:0016641","GO:0016641",4,"GO:0016491",3.38021124171161,14,"oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor","oxidoreductase activity",0.890030303030303,0.685285714285714,0.657
"GO:0035250","GO:0035250",6,"GO:0015020",3.36882584613571,1,"UDP-galactosyltransferase activity","glucuronosyltransferase activity",0.888348484848485,0.4335,0.653
"GO:0008378","GO:0008378",6,"GO:0015020",3.19748940375691,1,"galactosyltransferase activity","glucuronosyltransferase activity",0.878227272727273,0.448833333333333,0.59
"GO:0008092","GO:0008092",3,"GO:0005523",3.04139268515822,30,"cytoskeletal protein binding","tropomyosin binding",0.821348484848485,0.539428571428571,0.812
